# Avida time data
# Fri Jul 24 14:26:59 2015
#  1: update
#  2: avida time
#  3: average generation
#  4: num_executed?

0 0 0 30 
100 1.03093 6.95522 2010 
200 2.06225 14.9589 13020 
300 3.09401 22.6297 32490 
400 4.12647 30.2304 63450 
500 5.15959 38.0096 100530 
600 6.19367 45.8459 147750 
700 7.22791 53.5822 202170 
800 8.26213 61.3057 252930 
900 9.29639 69.1181 272730 
1000 10.3306 76.904 266610 
1100 11.3648 84.675 259410 
