filename treatment update average
edit_explode_denovo_10k_63 edit_explode_denovo_10k 46000 6.37904
edit_explode_denovo_10k_63 edit_explode_denovo_10k 47000 5.85256
edit_explode_denovo_10k_63 edit_explode_denovo_10k 48000 5.73766
edit_explode_denovo_10k_63 edit_explode_denovo_10k 49000 5.10641
edit_explode_denovo_10k_63 edit_explode_denovo_10k 50000 4.68848
edit_explode_denovo_10k_63 edit_explode_denovo_10k 51000 4.93092
edit_explode_denovo_10k_63 edit_explode_denovo_10k 52000 3.34257
edit_explode_denovo_10k_63 edit_explode_denovo_10k 53000 2.68728
edit_explode_denovo_10k_63 edit_explode_denovo_10k 54000 3.21432
edit_explode_denovo_10k_63 edit_explode_denovo_10k 55000 4.69385
edit_explode_denovo_10k_63 edit_explode_denovo_10k 56000 8.13379
edit_explode_denovo_10k_63 edit_explode_denovo_10k 57000 7.58362
edit_explode_denovo_10k_63 edit_explode_denovo_10k 58000 4.32457
edit_explode_denovo_10k_63 edit_explode_denovo_10k 59000 4.14784
edit_explode_denovo_10k_63 edit_explode_denovo_10k 60000 4.2258
edit_explode_denovo_10k_64 edit_explode_denovo_10k 0 -nan
edit_explode_denovo_10k_64 edit_explode_denovo_10k 1000 1.60192
edit_explode_denovo_10k_64 edit_explode_denovo_10k 2000 2.9323
edit_explode_denovo_10k_64 edit_explode_denovo_10k 3000 3.84125
edit_explode_denovo_10k_64 edit_explode_denovo_10k 4000 8.22463
edit_explode_denovo_10k_64 edit_explode_denovo_10k 5000 10.2351
edit_explode_denovo_10k_64 edit_explode_denovo_10k 6000 10.5313
edit_explode_denovo_10k_64 edit_explode_denovo_10k 7000 10.4245
edit_explode_denovo_10k_64 edit_explode_denovo_10k 8000 8.32669
edit_explode_denovo_10k_64 edit_explode_denovo_10k 9000 6.13727
edit_explode_denovo_10k_64 edit_explode_denovo_10k 10000 4.65297
edit_explode_denovo_10k_64 edit_explode_denovo_10k 11000 4.74036
edit_explode_denovo_10k_64 edit_explode_denovo_10k 12000 5.62268
edit_explode_denovo_10k_64 edit_explode_denovo_10k 13000 4.70347
edit_explode_denovo_10k_64 edit_explode_denovo_10k 14000 4.02809
edit_explode_denovo_10k_64 edit_explode_denovo_10k 15000 4.23184
edit_explode_denovo_10k_64 edit_explode_denovo_10k 16000 4.35816
edit_explode_denovo_10k_64 edit_explode_denovo_10k 17000 4.61171
edit_explode_denovo_10k_64 edit_explode_denovo_10k 18000 4.92444
edit_explode_denovo_10k_64 edit_explode_denovo_10k 19000 5.08609
edit_explode_denovo_10k_64 edit_explode_denovo_10k 20000 5.70058
edit_explode_denovo_10k_64 edit_explode_denovo_10k 21000 5.87351
edit_explode_denovo_10k_64 edit_explode_denovo_10k 22000 5.59358
edit_explode_denovo_10k_64 edit_explode_denovo_10k 23000 5.3322
edit_explode_denovo_10k_64 edit_explode_denovo_10k 24000 5.28841
edit_explode_denovo_10k_64 edit_explode_denovo_10k 25000 5.10778
edit_explode_denovo_10k_64 edit_explode_denovo_10k 26000 5.21715
edit_explode_denovo_10k_64 edit_explode_denovo_10k 27000 5.2795
edit_explode_denovo_10k_64 edit_explode_denovo_10k 28000 5.23875
edit_explode_denovo_10k_64 edit_explode_denovo_10k 29000 5.10079
edit_explode_denovo_10k_64 edit_explode_denovo_10k 30000 5.22047
edit_explode_denovo_10k_64 edit_explode_denovo_10k 31000 5.14469
edit_explode_denovo_10k_64 edit_explode_denovo_10k 32000 4.89119
edit_explode_denovo_10k_64 edit_explode_denovo_10k 33000 5.06802
edit_explode_denovo_10k_64 edit_explode_denovo_10k 34000 5.03866
edit_explode_denovo_10k_64 edit_explode_denovo_10k 35000 5.09543
edit_explode_denovo_10k_64 edit_explode_denovo_10k 36000 4.92678
edit_explode_denovo_10k_64 edit_explode_denovo_10k 37000 4.63004
edit_explode_denovo_10k_64 edit_explode_denovo_10k 38000 5.21953
edit_explode_denovo_10k_64 edit_explode_denovo_10k 39000 5.49187
edit_explode_denovo_10k_64 edit_explode_denovo_10k 40000 5.94526
edit_explode_denovo_10k_64 edit_explode_denovo_10k 41000 5.82051
edit_explode_denovo_10k_64 edit_explode_denovo_10k 42000 5.46008
edit_explode_denovo_10k_64 edit_explode_denovo_10k 43000 4.91905
edit_explode_denovo_10k_64 edit_explode_denovo_10k 44000 4.22391
edit_explode_denovo_10k_64 edit_explode_denovo_10k 45000 3.56865
edit_explode_denovo_10k_64 edit_explode_denovo_10k 46000 3.48378
edit_explode_denovo_10k_64 edit_explode_denovo_10k 47000 3.42143
edit_explode_denovo_10k_64 edit_explode_denovo_10k 48000 4.22196
edit_explode_denovo_10k_64 edit_explode_denovo_10k 49000 5.24818
edit_explode_denovo_10k_64 edit_explode_denovo_10k 50000 5.39901
edit_explode_denovo_10k_64 edit_explode_denovo_10k 51000 5.31151
edit_explode_denovo_10k_64 edit_explode_denovo_10k 52000 5.49195
edit_explode_denovo_10k_64 edit_explode_denovo_10k 53000 5.48689
edit_explode_denovo_10k_64 edit_explode_denovo_10k 54000 5.48083
edit_explode_denovo_10k_64 edit_explode_denovo_10k 55000 5.19589
edit_explode_denovo_10k_64 edit_explode_denovo_10k 56000 4.72607
edit_explode_denovo_10k_64 edit_explode_denovo_10k 57000 4.87687
edit_explode_denovo_10k_64 edit_explode_denovo_10k 58000 4.62586
edit_explode_denovo_10k_64 edit_explode_denovo_10k 59000 4.30015
edit_explode_denovo_10k_64 edit_explode_denovo_10k 60000 4.30603
edit_explode_denovo_10k_65 edit_explode_denovo_10k 0 -nan
edit_explode_denovo_10k_65 edit_explode_denovo_10k 1000 1.62384
edit_explode_denovo_10k_65 edit_explode_denovo_10k 2000 2.99005
edit_explode_denovo_10k_65 edit_explode_denovo_10k 3000 4.14943
edit_explode_denovo_10k_65 edit_explode_denovo_10k 4000 6.6571
edit_explode_denovo_10k_65 edit_explode_denovo_10k 5000 8.94669
edit_explode_denovo_10k_65 edit_explode_denovo_10k 6000 9.64137
edit_explode_denovo_10k_65 edit_explode_denovo_10k 7000 7.64794
edit_explode_denovo_10k_65 edit_explode_denovo_10k 8000 6.51774
edit_explode_denovo_10k_65 edit_explode_denovo_10k 9000 2.31188
edit_explode_denovo_10k_65 edit_explode_denovo_10k 10000 3.06039
edit_explode_denovo_10k_65 edit_explode_denovo_10k 11000 5.23075
edit_explode_denovo_10k_65 edit_explode_denovo_10k 12000 2.82946
edit_explode_denovo_10k_65 edit_explode_denovo_10k 13000 2.87613
edit_explode_denovo_10k_65 edit_explode_denovo_10k 14000 2.914
edit_explode_denovo_10k_65 edit_explode_denovo_10k 15000 3.00561
edit_explode_denovo_10k_65 edit_explode_denovo_10k 16000 4.47552
edit_explode_denovo_10k_65 edit_explode_denovo_10k 17000 1.3259
edit_explode_denovo_10k_65 edit_explode_denovo_10k 18000 1.86947
edit_explode_denovo_10k_65 edit_explode_denovo_10k 19000 2.63253
edit_explode_denovo_10k_65 edit_explode_denovo_10k 20000 2.9434
edit_explode_denovo_10k_65 edit_explode_denovo_10k 21000 3.95339
edit_explode_denovo_10k_65 edit_explode_denovo_10k 22000 5.76711
edit_explode_denovo_10k_65 edit_explode_denovo_10k 23000 6.55274
edit_explode_denovo_10k_65 edit_explode_denovo_10k 24000 6.20753
edit_explode_denovo_10k_65 edit_explode_denovo_10k 25000 6.12928
edit_explode_denovo_10k_65 edit_explode_denovo_10k 26000 6.06736
edit_explode_denovo_10k_65 edit_explode_denovo_10k 27000 5.81585
edit_explode_denovo_10k_65 edit_explode_denovo_10k 28000 5.5817
edit_explode_denovo_10k_65 edit_explode_denovo_10k 29000 5.46057
edit_explode_denovo_10k_65 edit_explode_denovo_10k 30000 5.26102
edit_explode_denovo_10k_65 edit_explode_denovo_10k 31000 5.04135
edit_explode_denovo_10k_65 edit_explode_denovo_10k 32000 5.30039
edit_explode_denovo_10k_65 edit_explode_denovo_10k 33000 4.75396
edit_explode_denovo_10k_65 edit_explode_denovo_10k 34000 3.99472
edit_explode_denovo_10k_65 edit_explode_denovo_10k 35000 4.16975
edit_explode_denovo_10k_65 edit_explode_denovo_10k 36000 4.08953
edit_explode_denovo_10k_65 edit_explode_denovo_10k 37000 4.07781
edit_explode_denovo_10k_65 edit_explode_denovo_10k 38000 3.96883
edit_explode_denovo_10k_65 edit_explode_denovo_10k 39000 4.39353
edit_explode_denovo_10k_65 edit_explode_denovo_10k 40000 4.41157
edit_explode_denovo_10k_65 edit_explode_denovo_10k 41000 4.57068
edit_explode_denovo_10k_65 edit_explode_denovo_10k 42000 5.07118
edit_explode_denovo_10k_65 edit_explode_denovo_10k 43000 5.43691
edit_explode_denovo_10k_65 edit_explode_denovo_10k 44000 5.41562
edit_explode_denovo_10k_65 edit_explode_denovo_10k 45000 5.35634
edit_explode_denovo_10k_65 edit_explode_denovo_10k 46000 5.15918
edit_explode_denovo_10k_65 edit_explode_denovo_10k 47000 5.22983
edit_explode_denovo_10k_65 edit_explode_denovo_10k 48000 5.39113
edit_explode_denovo_10k_65 edit_explode_denovo_10k 49000 5.4636
edit_explode_denovo_10k_65 edit_explode_denovo_10k 50000 5.00713
edit_explode_denovo_10k_65 edit_explode_denovo_10k 51000 5.11112
edit_explode_denovo_10k_65 edit_explode_denovo_10k 52000 4.64621
edit_explode_denovo_10k_65 edit_explode_denovo_10k 53000 4.06612
edit_explode_denovo_10k_65 edit_explode_denovo_10k 54000 3.91763
edit_explode_denovo_10k_65 edit_explode_denovo_10k 55000 4.32985
edit_explode_denovo_10k_65 edit_explode_denovo_10k 56000 4.49985
edit_explode_denovo_10k_65 edit_explode_denovo_10k 57000 4.93454
edit_explode_denovo_10k_65 edit_explode_denovo_10k 58000 5.06134
edit_explode_denovo_10k_65 edit_explode_denovo_10k 59000 5.03055
edit_explode_denovo_10k_65 edit_explode_denovo_10k 60000 5.87155
edit_explode_denovo_10k_66 edit_explode_denovo_10k 0 -nan
edit_explode_denovo_10k_66 edit_explode_denovo_10k 1000 1.62545
edit_explode_denovo_10k_66 edit_explode_denovo_10k 2000 2.58403
edit_explode_denovo_10k_66 edit_explode_denovo_10k 3000 4.90645
edit_explode_denovo_10k_66 edit_explode_denovo_10k 4000 8.25682
edit_explode_denovo_10k_66 edit_explode_denovo_10k 5000 9.24641
edit_explode_denovo_10k_66 edit_explode_denovo_10k 6000 9.31779
edit_explode_denovo_10k_66 edit_explode_denovo_10k 7000 10.1361
edit_explode_denovo_10k_66 edit_explode_denovo_10k 8000 10.9814
edit_explode_denovo_10k_66 edit_explode_denovo_10k 9000 10.4524
edit_explode_denovo_10k_66 edit_explode_denovo_10k 10000 7.69212
edit_explode_denovo_10k_66 edit_explode_denovo_10k 11000 6.10854
edit_explode_denovo_10k_66 edit_explode_denovo_10k 12000 5.9037
edit_explode_denovo_10k_66 edit_explode_denovo_10k 13000 5.7853
edit_explode_denovo_10k_66 edit_explode_denovo_10k 14000 4.94972
edit_explode_denovo_10k_66 edit_explode_denovo_10k 15000 4.19222
edit_explode_denovo_10k_66 edit_explode_denovo_10k 16000 4.03422
edit_explode_denovo_10k_66 edit_explode_denovo_10k 17000 4.20184
edit_explode_denovo_10k_66 edit_explode_denovo_10k 18000 4.1987
edit_explode_denovo_10k_66 edit_explode_denovo_10k 19000 4.65717
edit_explode_denovo_10k_66 edit_explode_denovo_10k 20000 5.26244
edit_explode_denovo_10k_66 edit_explode_denovo_10k 21000 6.0264
edit_explode_denovo_10k_66 edit_explode_denovo_10k 22000 6.4421
edit_explode_denovo_10k_66 edit_explode_denovo_10k 23000 6.22027
edit_explode_denovo_10k_66 edit_explode_denovo_10k 24000 6.15512
edit_explode_denovo_10k_66 edit_explode_denovo_10k 25000 5.9646
edit_explode_denovo_10k_66 edit_explode_denovo_10k 26000 5.76056
edit_explode_denovo_10k_66 edit_explode_denovo_10k 27000 6.05621
edit_explode_denovo_10k_66 edit_explode_denovo_10k 28000 6.12999
edit_explode_denovo_10k_66 edit_explode_denovo_10k 29000 6.57184
edit_explode_denovo_10k_66 edit_explode_denovo_10k 30000 6.94425
edit_explode_denovo_10k_66 edit_explode_denovo_10k 31000 7.24445
edit_explode_denovo_10k_66 edit_explode_denovo_10k 32000 7.48683
edit_explode_denovo_10k_66 edit_explode_denovo_10k 33000 7.72886
edit_explode_denovo_10k_66 edit_explode_denovo_10k 34000 7.7846
edit_explode_denovo_10k_66 edit_explode_denovo_10k 35000 7.58352
edit_explode_denovo_10k_66 edit_explode_denovo_10k 36000 7.55533
edit_explode_denovo_10k_66 edit_explode_denovo_10k 37000 7.61203
edit_explode_denovo_10k_66 edit_explode_denovo_10k 38000 7.48801
edit_explode_denovo_10k_66 edit_explode_denovo_10k 39000 7.89369
edit_explode_denovo_10k_66 edit_explode_denovo_10k 40000 7.97556
edit_explode_denovo_10k_66 edit_explode_denovo_10k 41000 7.92033
edit_explode_denovo_10k_66 edit_explode_denovo_10k 42000 8.29852
edit_explode_denovo_10k_66 edit_explode_denovo_10k 43000 8.22963
edit_explode_denovo_10k_66 edit_explode_denovo_10k 44000 7.90538
edit_explode_denovo_10k_66 edit_explode_denovo_10k 45000 7.75341
edit_explode_denovo_10k_66 edit_explode_denovo_10k 46000 7.39206
edit_explode_denovo_10k_66 edit_explode_denovo_10k 47000 6.6149
edit_explode_denovo_10k_66 edit_explode_denovo_10k 48000 5.01219
edit_explode_denovo_10k_66 edit_explode_denovo_10k 49000 3.98442
edit_explode_denovo_10k_66 edit_explode_denovo_10k 50000 4.04261
edit_explode_denovo_10k_66 edit_explode_denovo_10k 51000 3.98681
edit_explode_denovo_10k_66 edit_explode_denovo_10k 52000 4.30712
edit_explode_denovo_10k_66 edit_explode_denovo_10k 53000 4.41005
edit_explode_denovo_10k_66 edit_explode_denovo_10k 54000 4.71785
edit_explode_denovo_10k_66 edit_explode_denovo_10k 55000 4.55826
edit_explode_denovo_10k_66 edit_explode_denovo_10k 56000 4.46239
edit_explode_denovo_10k_66 edit_explode_denovo_10k 57000 4.0897
edit_explode_denovo_10k_66 edit_explode_denovo_10k 58000 3.83675
edit_explode_denovo_10k_66 edit_explode_denovo_10k 59000 4.06304
edit_explode_denovo_10k_66 edit_explode_denovo_10k 60000 4.07978
edit_explode_denovo_10k_67 edit_explode_denovo_10k 0 -nan
edit_explode_denovo_10k_67 edit_explode_denovo_10k 1000 1.82799
edit_explode_denovo_10k_67 edit_explode_denovo_10k 2000 3.04864
edit_explode_denovo_10k_67 edit_explode_denovo_10k 3000 4.17113
edit_explode_denovo_10k_67 edit_explode_denovo_10k 4000 7.63596
edit_explode_denovo_10k_67 edit_explode_denovo_10k 5000 9.64698
edit_explode_denovo_10k_67 edit_explode_denovo_10k 6000 9.63432
edit_explode_denovo_10k_67 edit_explode_denovo_10k 7000 9.01628
edit_explode_denovo_10k_67 edit_explode_denovo_10k 8000 7.74267
edit_explode_denovo_10k_67 edit_explode_denovo_10k 9000 5.21016
edit_explode_denovo_10k_67 edit_explode_denovo_10k 10000 4.99492
edit_explode_denovo_10k_67 edit_explode_denovo_10k 11000 5.00966
edit_explode_denovo_10k_67 edit_explode_denovo_10k 12000 5.09455
edit_explode_denovo_10k_67 edit_explode_denovo_10k 13000 4.98099
edit_explode_denovo_10k_67 edit_explode_denovo_10k 14000 4.81842
edit_explode_denovo_10k_67 edit_explode_denovo_10k 15000 5.33761
edit_explode_denovo_10k_67 edit_explode_denovo_10k 16000 6.0401
edit_explode_denovo_10k_67 edit_explode_denovo_10k 17000 7.0385
edit_explode_denovo_10k_67 edit_explode_denovo_10k 18000 7.60131
edit_explode_denovo_10k_67 edit_explode_denovo_10k 19000 8.23694
edit_explode_denovo_10k_67 edit_explode_denovo_10k 20000 8.15087
edit_explode_denovo_10k_67 edit_explode_denovo_10k 21000 8.26531
edit_explode_denovo_10k_67 edit_explode_denovo_10k 22000 8.20765
edit_explode_denovo_10k_67 edit_explode_denovo_10k 23000 8.27383
edit_explode_denovo_10k_67 edit_explode_denovo_10k 24000 8.17595
edit_explode_denovo_10k_67 edit_explode_denovo_10k 25000 6.21642
edit_explode_denovo_10k_67 edit_explode_denovo_10k 26000 3.4464
edit_explode_denovo_10k_67 edit_explode_denovo_10k 27000 3.9275
edit_explode_denovo_10k_67 edit_explode_denovo_10k 28000 4.9837
edit_explode_denovo_10k_67 edit_explode_denovo_10k 29000 5.46213
edit_explode_denovo_10k_67 edit_explode_denovo_10k 30000 4.85213
edit_explode_denovo_10k_67 edit_explode_denovo_10k 31000 4.7268
edit_explode_denovo_10k_67 edit_explode_denovo_10k 32000 4.97957
edit_explode_denovo_10k_67 edit_explode_denovo_10k 33000 5.0814
edit_explode_denovo_10k_67 edit_explode_denovo_10k 34000 5.09434
edit_explode_denovo_10k_67 edit_explode_denovo_10k 35000 4.87788
edit_explode_denovo_10k_67 edit_explode_denovo_10k 36000 4.70073
edit_explode_denovo_10k_67 edit_explode_denovo_10k 37000 4.91942
edit_explode_denovo_10k_67 edit_explode_denovo_10k 38000 5.27012
edit_explode_denovo_10k_67 edit_explode_denovo_10k 39000 5.42304
edit_explode_denovo_10k_67 edit_explode_denovo_10k 40000 5.54498
edit_explode_denovo_10k_67 edit_explode_denovo_10k 41000 5.98649
edit_explode_denovo_10k_67 edit_explode_denovo_10k 42000 5.85311
edit_explode_denovo_10k_67 edit_explode_denovo_10k 43000 6.26486
edit_explode_denovo_10k_67 edit_explode_denovo_10k 44000 6.73262
edit_explode_denovo_10k_67 edit_explode_denovo_10k 45000 7.60312
edit_explode_denovo_10k_67 edit_explode_denovo_10k 46000 7.77329
edit_explode_denovo_10k_67 edit_explode_denovo_10k 47000 7.76722
edit_explode_denovo_10k_67 edit_explode_denovo_10k 48000 8.22558
edit_explode_denovo_10k_67 edit_explode_denovo_10k 49000 8.6513
edit_explode_denovo_10k_67 edit_explode_denovo_10k 50000 6.15277
edit_explode_denovo_10k_67 edit_explode_denovo_10k 51000 4.30773
edit_explode_denovo_10k_67 edit_explode_denovo_10k 52000 3.88613
edit_explode_denovo_10k_67 edit_explode_denovo_10k 53000 3.89028
edit_explode_denovo_10k_67 edit_explode_denovo_10k 54000 3.87965
edit_explode_denovo_10k_67 edit_explode_denovo_10k 55000 4.46147
edit_explode_denovo_10k_67 edit_explode_denovo_10k 56000 5.22711
edit_explode_denovo_10k_67 edit_explode_denovo_10k 57000 5.01183
edit_explode_denovo_10k_67 edit_explode_denovo_10k 58000 4.86781
edit_explode_denovo_10k_67 edit_explode_denovo_10k 59000 4.58193
edit_explode_denovo_10k_67 edit_explode_denovo_10k 60000 5.09027
edit_explode_denovo_10k_68 edit_explode_denovo_10k 0 -nan
edit_explode_denovo_10k_68 edit_explode_denovo_10k 1000 1.57975
edit_explode_denovo_10k_68 edit_explode_denovo_10k 2000 2.80116
edit_explode_denovo_10k_68 edit_explode_denovo_10k 3000 3.64576
edit_explode_denovo_10k_68 edit_explode_denovo_10k 4000 4.80463
edit_explode_denovo_10k_68 edit_explode_denovo_10k 5000 8.78261
edit_explode_denovo_10k_68 edit_explode_denovo_10k 6000 10.0116
edit_explode_denovo_10k_68 edit_explode_denovo_10k 7000 8.78322
edit_explode_denovo_10k_68 edit_explode_denovo_10k 8000 5.38519
edit_explode_denovo_10k_68 edit_explode_denovo_10k 9000 3.93742
edit_explode_denovo_10k_68 edit_explode_denovo_10k 10000 3.91565
edit_explode_denovo_10k_68 edit_explode_denovo_10k 11000 4.11133
edit_explode_denovo_10k_68 edit_explode_denovo_10k 12000 4.06947
edit_explode_denovo_10k_68 edit_explode_denovo_10k 13000 4.24738
edit_explode_denovo_10k_68 edit_explode_denovo_10k 14000 4.87359
edit_explode_denovo_10k_68 edit_explode_denovo_10k 15000 6.19204
edit_explode_denovo_10k_68 edit_explode_denovo_10k 16000 6.86636
edit_explode_denovo_10k_68 edit_explode_denovo_10k 17000 6.82495
edit_explode_denovo_10k_68 edit_explode_denovo_10k 18000 6.47439
edit_explode_denovo_10k_68 edit_explode_denovo_10k 19000 6.03086
edit_explode_denovo_10k_68 edit_explode_denovo_10k 20000 5.91063
edit_explode_denovo_10k_68 edit_explode_denovo_10k 21000 5.52309
edit_explode_denovo_10k_68 edit_explode_denovo_10k 22000 5.13354
edit_explode_denovo_10k_68 edit_explode_denovo_10k 23000 4.81682
edit_explode_denovo_10k_68 edit_explode_denovo_10k 24000 4.42554
edit_explode_denovo_10k_68 edit_explode_denovo_10k 25000 4.28067
edit_explode_denovo_10k_68 edit_explode_denovo_10k 26000 4.08876
edit_explode_denovo_10k_68 edit_explode_denovo_10k 27000 4.94117
edit_explode_denovo_10k_68 edit_explode_denovo_10k 28000 4.78561
edit_explode_denovo_10k_68 edit_explode_denovo_10k 29000 4.619
edit_explode_denovo_10k_68 edit_explode_denovo_10k 30000 5.49584
edit_explode_denovo_10k_68 edit_explode_denovo_10k 31000 6.04252
edit_explode_denovo_10k_68 edit_explode_denovo_10k 32000 6.92248
edit_explode_denovo_10k_68 edit_explode_denovo_10k 33000 7.20996
edit_explode_denovo_10k_68 edit_explode_denovo_10k 34000 7.04899
edit_explode_denovo_10k_68 edit_explode_denovo_10k 35000 6.76423
edit_explode_denovo_10k_68 edit_explode_denovo_10k 36000 5.87345
edit_explode_denovo_10k_68 edit_explode_denovo_10k 37000 4.93831
edit_explode_denovo_10k_68 edit_explode_denovo_10k 38000 4.84568
edit_explode_denovo_10k_68 edit_explode_denovo_10k 39000 4.52215
edit_explode_denovo_10k_68 edit_explode_denovo_10k 40000 4.54277
edit_explode_denovo_10k_68 edit_explode_denovo_10k 41000 4.61132
edit_explode_denovo_10k_68 edit_explode_denovo_10k 42000 4.61244
edit_explode_denovo_10k_68 edit_explode_denovo_10k 43000 4.6241
edit_explode_denovo_10k_68 edit_explode_denovo_10k 44000 4.64921
edit_explode_denovo_10k_68 edit_explode_denovo_10k 45000 4.99696
edit_explode_denovo_10k_68 edit_explode_denovo_10k 46000 5.05403
edit_explode_denovo_10k_68 edit_explode_denovo_10k 47000 5.37896
edit_explode_denovo_10k_68 edit_explode_denovo_10k 48000 5.1015
edit_explode_denovo_10k_68 edit_explode_denovo_10k 49000 5.27023
edit_explode_denovo_10k_68 edit_explode_denovo_10k 50000 5.17543
edit_explode_denovo_10k_68 edit_explode_denovo_10k 51000 4.90412
edit_explode_denovo_10k_68 edit_explode_denovo_10k 52000 4.29613
edit_explode_denovo_10k_68 edit_explode_denovo_10k 53000 3.95456
edit_explode_denovo_10k_68 edit_explode_denovo_10k 54000 3.86455
edit_explode_denovo_10k_68 edit_explode_denovo_10k 55000 3.87815
edit_explode_denovo_10k_68 edit_explode_denovo_10k 56000 4.7251
edit_explode_denovo_10k_68 edit_explode_denovo_10k 57000 5.07847
edit_explode_denovo_10k_68 edit_explode_denovo_10k 58000 5.99312
edit_explode_denovo_10k_68 edit_explode_denovo_10k 59000 6.01653
edit_explode_denovo_10k_68 edit_explode_denovo_10k 60000 5.72084
edit_explode_denovo_10k_69 edit_explode_denovo_10k 0 -nan
edit_explode_denovo_10k_69 edit_explode_denovo_10k 1000 1.40146
edit_explode_denovo_10k_69 edit_explode_denovo_10k 2000 2.36797
edit_explode_denovo_10k_69 edit_explode_denovo_10k 3000 3.5733
edit_explode_denovo_10k_69 edit_explode_denovo_10k 4000 7.43235
edit_explode_denovo_10k_69 edit_explode_denovo_10k 5000 9.86135
edit_explode_denovo_10k_69 edit_explode_denovo_10k 6000 10.4589
edit_explode_denovo_10k_69 edit_explode_denovo_10k 7000 10.3182
edit_explode_denovo_10k_69 edit_explode_denovo_10k 8000 9.72313
edit_explode_denovo_10k_69 edit_explode_denovo_10k 9000 9.25253
edit_explode_denovo_10k_69 edit_explode_denovo_10k 10000 9.20582
edit_explode_denovo_10k_69 edit_explode_denovo_10k 11000 9.07429
edit_explode_denovo_10k_69 edit_explode_denovo_10k 12000 10.0642
edit_explode_denovo_10k_69 edit_explode_denovo_10k 13000 10.1155
edit_explode_denovo_10k_69 edit_explode_denovo_10k 14000 8.8013
edit_explode_denovo_10k_69 edit_explode_denovo_10k 15000 7.51843
edit_explode_denovo_10k_69 edit_explode_denovo_10k 16000 8.95434
edit_explode_denovo_10k_69 edit_explode_denovo_10k 17000 10.4912
edit_explode_denovo_10k_69 edit_explode_denovo_10k 18000 10.9216
edit_explode_denovo_10k_69 edit_explode_denovo_10k 19000 11.3846
edit_explode_denovo_10k_69 edit_explode_denovo_10k 20000 11.7777
edit_explode_denovo_10k_69 edit_explode_denovo_10k 21000 11.7057
edit_explode_denovo_10k_69 edit_explode_denovo_10k 22000 11.7746
edit_explode_denovo_10k_69 edit_explode_denovo_10k 23000 11.6541
edit_explode_denovo_10k_69 edit_explode_denovo_10k 24000 11.2554
edit_explode_denovo_10k_69 edit_explode_denovo_10k 25000 10.5398
edit_explode_denovo_10k_69 edit_explode_denovo_10k 26000 11.0904
edit_explode_denovo_10k_69 edit_explode_denovo_10k 27000 12.089
edit_explode_denovo_10k_69 edit_explode_denovo_10k 28000 12.1511
edit_explode_denovo_10k_69 edit_explode_denovo_10k 29000 12.1122
edit_explode_denovo_10k_69 edit_explode_denovo_10k 30000 11.9766
edit_explode_denovo_10k_69 edit_explode_denovo_10k 31000 12.1509
edit_explode_denovo_10k_69 edit_explode_denovo_10k 32000 12.3116
edit_explode_denovo_10k_69 edit_explode_denovo_10k 33000 12.2379
edit_explode_denovo_10k_69 edit_explode_denovo_10k 34000 12.1603
edit_explode_denovo_10k_69 edit_explode_denovo_10k 35000 12.1497
edit_explode_denovo_10k_69 edit_explode_denovo_10k 36000 12.0686
edit_explode_denovo_10k_69 edit_explode_denovo_10k 37000 11.8009
edit_explode_denovo_10k_69 edit_explode_denovo_10k 38000 10.6195
edit_explode_denovo_10k_69 edit_explode_denovo_10k 39000 10.3278
edit_explode_denovo_10k_69 edit_explode_denovo_10k 40000 10.0187
edit_explode_denovo_10k_69 edit_explode_denovo_10k 41000 9.74312
edit_explode_denovo_10k_69 edit_explode_denovo_10k 42000 9.45225
edit_explode_denovo_10k_69 edit_explode_denovo_10k 43000 8.49069
edit_explode_denovo_10k_69 edit_explode_denovo_10k 44000 7.40825
edit_explode_denovo_10k_69 edit_explode_denovo_10k 45000 6.0267
edit_explode_denovo_10k_69 edit_explode_denovo_10k 46000 5.26324
edit_explode_denovo_10k_69 edit_explode_denovo_10k 47000 4.57824
edit_explode_denovo_10k_69 edit_explode_denovo_10k 48000 4.87603
edit_explode_denovo_10k_69 edit_explode_denovo_10k 49000 5.654
edit_explode_denovo_10k_69 edit_explode_denovo_10k 50000 6.36392
edit_explode_denovo_10k_69 edit_explode_denovo_10k 51000 6.36652
edit_explode_denovo_10k_69 edit_explode_denovo_10k 52000 3.09303
edit_explode_denovo_10k_69 edit_explode_denovo_10k 53000 1.87737
edit_explode_denovo_10k_69 edit_explode_denovo_10k 54000 2.70949
edit_explode_denovo_10k_69 edit_explode_denovo_10k 55000 3.06233
edit_explode_denovo_10k_69 edit_explode_denovo_10k 56000 4.41912
edit_explode_denovo_10k_69 edit_explode_denovo_10k 57000 1.89594
edit_explode_denovo_10k_69 edit_explode_denovo_10k 58000 1.80053
edit_explode_denovo_10k_69 edit_explode_denovo_10k 59000 3.25278
edit_explode_denovo_10k_69 edit_explode_denovo_10k 60000 5.4126
edit_explode_denovo_10k_70 edit_explode_denovo_10k 0 -nan
edit_explode_denovo_10k_70 edit_explode_denovo_10k 1000 1.49946
edit_explode_denovo_10k_70 edit_explode_denovo_10k 2000 2.66399
edit_explode_denovo_10k_70 edit_explode_denovo_10k 3000 4.52777
edit_explode_denovo_10k_70 edit_explode_denovo_10k 4000 3.35532
edit_explode_denovo_10k_70 edit_explode_denovo_10k 5000 2.76167
edit_explode_denovo_10k_70 edit_explode_denovo_10k 6000 3.12306
edit_explode_denovo_10k_70 edit_explode_denovo_10k 7000 3.80135
